# Species	Genes	Alg.-Conn.	chengduensis_protein.faa	ludwigii_protein.faa	oligotrophicus_protein.faa	sichuanensis_protein.faa	soli_protein.faa
5	5	0.958	WP_032643797.1	WP_040018459.1	WP_155030583.1	WP_155030583.1	WP_014068612.1
5	5	0.958	WP_032643859.1	WP_040018489.1	WP_155030611.1	WP_155030611.1	WP_014068677.1
5	5	0.958	WP_032643949.1	WP_040018558.1	WP_059386276.1	WP_059386276.1	WP_014068747.1
5	5	0.958	WP_032644408.1	WP_040018384.1	WP_095452063.1	WP_095452063.1	WP_014068354.1
5	5	0.958	WP_032644757.1	WP_014168272.1	WP_094919666.1	WP_094919666.1	WP_014068577.1
5	5	0.958	WP_077064414.1	WP_014171587.1	WP_155031691.1	WP_155031691.1	WP_014071716.1
5	5	0.958	WP_077064482.1	WP_040018824.1	WP_155031717.1	WP_155031717.1	WP_014071773.1
5	5	0.957	WP_003856556.1	WP_003856556.1	WP_003856556.1	WP_003856556.1	WP_002887716.1
5	5	0.957	WP_023309685.1	WP_014172195.1	WP_025758829.1	WP_025758829.1	WP_014072346.1
5	5	0.957	WP_023312045.1	WP_025204011.1	WP_025756611.1	WP_025756611.1	WP_014070476.1
5	5	0.957	WP_032638603.1	WP_040016809.1	WP_155030788.1	WP_155030788.1	WP_014069195.1
5	5	0.957	WP_032638749.1	WP_040016895.1	WP_155030831.1	WP_155030831.1	WP_014069267.1
5	5	0.957	WP_032638762.1	WP_020885024.1	WP_155030836.1	WP_155030836.1	WP_014069273.1
5	5	0.957	WP_032638830.1	WP_040016921.1	WP_059386035.1	WP_059386035.1	WP_014069309.1
5	5	0.957	WP_032639003.1	WP_014169225.1	WP_047958069.1	WP_047958069.1	WP_014069430.1
5	5	0.957	WP_032639158.1	WP_040017022.1	WP_025756073.1	WP_025756073.1	WP_014069514.1
5	5	0.957	WP_032639237.1	WP_040017046.1	WP_155030922.1	WP_155030922.1	WP_014069566.1
5	5	0.957	WP_032639571.1	WP_040017123.1	WP_155030989.1	WP_155030989.1	WP_014069731.1
5	5	0.957	WP_032639745.1	WP_020884456.1	WP_059385735.1	WP_059385735.1	WP_014069827.1
5	5	0.957	WP_032640185.1	WP_040017471.1	WP_047958583.1	WP_047958583.1	WP_014070277.1
5	5	0.957	WP_032640766.1	WP_020884048.1	WP_126800089.1	WP_126800089.1	WP_014070380.1
5	5	0.957	WP_032641060.1	WP_014170489.1	WP_010432930.1	WP_010432930.1	WP_010432930.1
5	5	0.957	WP_032641147.1	WP_040017751.1	WP_155031351.1	WP_155031351.1	WP_014070585.1
5	5	0.957	WP_032641886.1	WP_040018015.1	WP_025756296.1	WP_025756296.1	WP_041162094.1
5	5	0.957	WP_032642402.1	WP_020883519.1	WP_155031791.1	WP_155031791.1	WP_014071967.1
5	5	0.957	WP_032642509.1	WP_014169283.1	WP_155030896.1	WP_155030896.1	WP_014069485.1
5	5	0.957	WP_032643049.1	WP_014171366.1	WP_155031633.1	WP_155031633.1	WP_014071521.1
5	5	0.957	WP_032643177.1	WP_040018887.1	WP_155031666.1	WP_155031666.1	WP_014071592.1
5	5	0.957	WP_032643282.1	WP_032680330.1	WP_155031681.1	WP_155031681.1	WP_014071670.1
5	5	0.957	WP_032643807.1	WP_014168313.1	WP_025758261.1	WP_025758261.1	WP_014068617.1
5	5	0.957	WP_032643810.1	WP_014168319.1	WP_047957592.1	WP_047957592.1	WP_010427468.1
5	5	0.957	WP_032644185.1	WP_040018278.1	WP_047959710.1	WP_047959710.1	WP_014072324.1
5	5	0.957	WP_032644276.1	WP_020882767.1	WP_155031890.1	WP_155031890.1	WP_014072432.1
5	5	0.957	WP_045890199.1	WP_032679110.1	WP_045285980.1	WP_045285980.1	WP_014072110.1
5	5	0.957	WP_077064269.1	WP_040018354.1	WP_155030491.1	WP_155030491.1	WP_014068303.1
5	5	0.957	WP_143349507.1	WP_025206250.1	WP_008502907.1	WP_008502907.1	WP_166718326.1
5	5	0.956	WP_001311244.1	WP_001311244.1	WP_001311244.1	WP_001311244.1	WP_001311244.1
5	5	0.956	WP_014882582.1	WP_014882582.1	WP_025756784.1	WP_025756784.1	WP_014882582.1
5	5	0.956	WP_023334265.1	WP_008502901.1	WP_155030590.1	WP_155030590.1	WP_014068633.1
5	5	0.956	WP_032638796.1	WP_040016915.1	WP_095452209.1	WP_095452209.1	WP_014069288.1
5	5	0.956	WP_032639498.1	WP_014169479.1	WP_025755901.1	WP_025755901.1	WP_014069679.1
5	5	0.956	WP_032639960.1	WP_014169756.1	WP_014831607.1	WP_014831607.1	WP_041162045.1
5	5	0.956	WP_032640133.1	WP_040017483.1	WP_155031183.1	WP_155031183.1	WP_014070308.1
5	5	0.956	WP_032640810.1	WP_040017589.1	WP_155031252.1	WP_155031252.1	WP_014070422.1
5	5	0.956	WP_032641949.1	WP_014170987.1	WP_025757189.1	WP_025757189.1	WP_014071097.1
5	5	0.956	WP_032642335.1	WP_020883539.1	WP_025756718.1	WP_025756718.1	WP_014071896.1
5	5	0.956	WP_032642955.1	WP_014171308.1	WP_045286358.1	WP_045286358.1	WP_014071463.1
5	5	0.956	WP_032643384.1	WP_040018836.1	WP_047959464.1	WP_047959464.1	WP_014071737.1
5	5	0.956	WP_032643387.1	WP_025203160.1	WP_025759772.1	WP_025759772.1	WP_014071748.1
5	5	0.956	WP_032643853.1	WP_014168373.1	WP_008501414.1	WP_008501414.1	WP_014068667.1
5	5	0.956	WP_032644080.1	WP_040018637.1	WP_155030696.1	WP_155030696.1	WP_014068918.1
5	5	0.956	WP_032644614.1	WP_040018266.1	WP_094919626.1	WP_094919626.1	WP_041162153.1
5	5	0.956	WP_032644743.1	WP_014168258.1	WP_155030568.1	WP_155030568.1	WP_014068563.1
5	5	0.955	WP_003857766.1	WP_003857766.1	WP_003857766.1	WP_003857766.1	WP_014069924.1
5	5	0.955	WP_023334317.1	WP_025205741.1	WP_025759899.1	WP_025759899.1	WP_014068690.1
5	5	0.955	WP_032638662.1	WP_020885133.1	WP_155030801.1	WP_155030801.1	WP_041162008.1
5	5	0.955	WP_032638903.1	WP_040016944.1	WP_014069366.1	WP_014069366.1	WP_014069366.1
5	5	0.955	WP_032639679.1	WP_014169581.1	WP_045284990.1	WP_045284990.1	WP_014069793.1
5	5	0.955	WP_032639747.1	WP_032681233.1	WP_045284970.1	WP_045284970.1	WP_014069828.1
5	5	0.955	WP_032639867.1	WP_040017252.1	WP_045285277.1	WP_045285277.1	WP_014069897.1
5	5	0.955	WP_032642320.1	WP_020883546.1	WP_025756726.1	WP_025756726.1	WP_014071888.1
5	5	0.955	WP_032643833.1	WP_040018473.1	WP_025758293.1	WP_025758293.1	WP_014068649.1
5	5	0.955	WP_032643870.1	WP_020885390.1	WP_155030616.1	WP_155030616.1	WP_014068691.1
5	5	0.955	WP_032644036.1	WP_014168599.1	WP_025758016.1	WP_025758016.1	WP_014068868.1
5	5	0.955	WP_032644122.1	WP_040018654.1	WP_155030709.1	WP_155030709.1	WP_014068957.1
5	5	0.955	WP_032644197.1	WP_040018283.1	WP_155031870.1	WP_155031870.1	WP_014072335.1
5	5	0.955	WP_032644448.1	WP_059305611.1	WP_047957471.1	WP_047957471.1	WP_041162168.1
5	5	0.955	WP_032644452.1	WP_025206442.1	WP_155030519.1	WP_155030519.1	WP_014068395.1
5	5	0.955	WP_032644497.1	WP_003862342.1	WP_013094999.1	WP_013094999.1	WP_014068449.1
5	5	0.955	WP_032644634.1	WP_040018272.1	WP_155031851.1	WP_155031851.1	WP_014072220.1
5	5	0.955	WP_032644691.1	WP_040018223.1	WP_047957535.1	WP_047957535.1	WP_014072152.1
5	5	0.955	WP_077064110.1	WP_040018998.1	WP_095451573.1	WP_095451573.1	WP_014069145.1
5	5	0.955	WP_100249854.1	WP_008500658.1	WP_008500658.1	WP_008500658.1	WP_008500658.1
5	5	0.955	WP_100249862.1	WP_086462978.1	WP_088244439.1	WP_088244439.1	WP_088201904.1
5	5	0.954	WP_006177466.1	WP_020882840.1	WP_008503384.1	WP_008503384.1	WP_014068526.1
5	5	0.954	WP_008500144.1	WP_014167986.1	WP_006808802.1	WP_006808802.1	WP_010426528.1
5	5	0.954	WP_032638473.1	WP_014168859.1	WP_095451581.1	WP_095451581.1	WP_014069115.1
5	5	0.954	WP_032639229.1	WP_020884834.1	WP_025756028.1	WP_025756028.1	WP_014069562.1
5	5	0.954	WP_032639708.1	WP_040017154.1	WP_095451725.1	WP_095451725.1	WP_014069809.1
5	5	0.954	WP_032640417.1	WP_014169920.1	WP_047958483.1	WP_047958483.1	WP_014070164.1
5	5	0.954	WP_032641002.1	WP_014170432.1	WP_047958831.1	WP_047958831.1	WP_014070521.1
5	5	0.954	WP_032641445.1	WP_020883330.1	WP_155031399.1	WP_155031399.1	WP_245551575.1
5	5	0.954	WP_032642018.1	WP_014171035.1	WP_025757154.1	WP_025757154.1	WP_014071143.1
5	5	0.954	WP_032642558.1	WP_040017309.1	WP_155031072.1	WP_155031072.1	WP_014069973.1
5	5	0.954	WP_032642983.1	WP_040018932.1	WP_095452134.1	WP_095452134.1	WP_014071482.1
5	5	0.954	WP_032644471.1	WP_020882645.1	WP_155030528.1	WP_155030528.1	WP_014068417.1
5	5	0.954	WP_032644503.1	WP_040018434.1	WP_094917992.1	WP_094917992.1	WP_014068458.1
5	5	0.954	WP_032644776.1	WP_014172110.1	WP_059385441.1	WP_059385441.1	WP_014072248.1
5	5	0.954	WP_045890420.1	WP_052445459.1	WP_155030487.1	WP_155030487.1	WP_014068268.1
5	5	0.954	WP_077064588.1	WP_088202990.1	WP_155030830.1	WP_155030830.1	WP_014069266.1
5	5	0.953	WP_023312003.1	WP_040017607.1	WP_025759109.1	WP_025759109.1	WP_014070451.1
5	5	0.953	WP_024906712.1	WP_014168205.1	WP_014882139.1	WP_014882139.1	WP_028017939.1
5	5	0.953	WP_032638751.1	WP_040016896.1	WP_155030832.1	WP_155030832.1	WP_014069268.1
5	5	0.953	WP_032639050.1	WP_040016982.1	WP_161599384.1	WP_161599384.1	WP_014069452.1
5	5	0.953	WP_032639164.1	WP_006174327.1	WP_025756066.1	WP_025756066.1	WP_014069522.1
5	5	0.953	WP_032639683.1	WP_014169586.1	WP_025758146.1	WP_025758146.1	WP_088201843.1
5	5	0.953	WP_032640303.1	WP_014172301.1	WP_024907873.1	WP_024907873.1	WP_014072458.1
5	5	0.953	WP_032641435.1	WP_025203802.1	WP_025759468.1	WP_025759468.1	WP_014070858.1
5	5	0.953	WP_032642951.1	WP_020883883.1	WP_155031617.1	WP_155031617.1	WP_014071454.1
5	5	0.953	WP_032643445.1	WP_040018084.1	WP_047959170.1	WP_047959170.1	WP_014071229.1
5	5	0.953	WP_032643861.1	WP_040018491.1	WP_155030613.1	WP_155030613.1	WP_014068679.1
5	5	0.953	WP_032643985.1	WP_040018574.1	WP_155030674.1	WP_155030674.1	WP_014068802.1
5	5	0.953	WP_032644228.1	WP_014167979.1	WP_025756988.1	WP_025756988.1	WP_014068266.1
5	5	0.953	WP_032644639.1	WP_020884480.1	WP_025759456.1	WP_025759456.1	WP_014072226.1
5	5	0.952	WP_008500472.1	WP_020883412.1	WP_008500472.1	WP_008500472.1	WP_014070670.1
5	5	0.952	WP_014072382.1	WP_008501827.1	WP_021242795.1	WP_021242795.1	WP_014072382.1
5	5	0.952	WP_032638850.1	WP_040016925.1	WP_155030850.1	WP_155030850.1	WP_014069329.1
5	5	0.952	WP_032638958.1	WP_040016956.1	WP_155030865.1	WP_155030865.1	WP_014069406.1
5	5	0.952	WP_032639259.1	WP_020884820.1	WP_025756012.1	WP_025756012.1	WP_014069578.1
5	5	0.952	WP_032639769.1	WP_040017220.1	WP_155031009.1	WP_155031009.1	WP_014069840.1
5	5	0.952	WP_032640327.1	WP_040017422.1	WP_155031143.1	WP_155031143.1	WP_014070217.1
5	5	0.952	WP_032640420.1	WP_014169918.1	WP_059385316.1	WP_059385316.1	WP_014070162.1
5	5	0.952	WP_032640729.1	WP_014170219.1	WP_025758872.1	WP_025758872.1	WP_014070358.1
5	5	0.952	WP_032641177.1	WP_010432765.1	WP_008502662.1	WP_008502662.1	WP_014070624.1
5	5	0.952	WP_032641633.1	WP_072126435.1	WP_072250627.1	WP_072250627.1	WP_014070932.1
5	5	0.952	WP_032641650.1	WP_032680628.1	WP_047959057.1	WP_047959057.1	WP_014070941.1
5	5	0.952	WP_032642250.1	WP_020883582.1	WP_155031948.1	WP_155031948.1	WP_014071830.1
5	5	0.952	WP_032642433.1	WP_020883508.1	WP_155031794.1	WP_155031794.1	WP_014071992.1
5	5	0.952	WP_032642927.1	WP_014171277.1	WP_155031611.1	WP_155031611.1	WP_014071430.1
5	5	0.952	WP_032642954.1	WP_032678825.1	WP_045286357.1	WP_045286357.1	WP_002903230.1
5	5	0.952	WP_032643786.1	WP_020882951.1	WP_045286604.1	WP_045286604.1	WP_014068607.1
5	5	0.952	WP_032644126.1	WP_025205196.1	WP_047957781.1	WP_047957781.1	WP_014068962.1
5	5	0.952	WP_032644149.1	WP_025205135.1	WP_155030714.1	WP_155030714.1	WP_014068990.1
5	5	0.952	WP_032644369.1	WP_020882719.1	WP_094918656.1	WP_094918656.1	WP_014068301.1
5	5	0.952	WP_032644380.1	WP_040018367.1	WP_047957430.1	WP_047957430.1	WP_014068321.1
5	5	0.952	WP_032644504.1	WP_032679970.1	WP_025759610.1	WP_025759610.1	WP_014068459.1
5	5	0.952	WP_032644800.1	WP_014172141.1	WP_155031858.1	WP_155031858.1	WP_014072282.1
5	5	0.952	WP_077064123.1	WP_040017929.1	WP_025759300.1	WP_025759300.1	WP_014070894.1
5	5	0.952	WP_077064179.1	WP_040017803.1	WP_155031386.1	WP_155031386.1	WP_014070714.1
5	5	0.951	WP_032638756.1	WP_025204697.1	WP_094919554.1	WP_094919554.1	WP_014069270.1
5	5	0.951	WP_032639129.1	WP_040017009.1	WP_059386110.1	WP_059386110.1	WP_014069495.1
5	5	0.951	WP_032639232.1	WP_040017045.1	WP_059386165.1	WP_059386165.1	WP_014069563.1
5	5	0.951	WP_032639521.1	WP_040017114.1	WP_095451688.1	WP_095451688.1	WP_014069706.1
5	5	0.951	WP_032639886.1	WP_040017263.1	WP_155031033.1	WP_155031033.1	WP_014069909.1
5	5	0.951	WP_032640777.1	WP_014170235.1	WP_025760192.1	WP_025760192.1	WP_014070388.1
5	5	0.951	WP_032640845.1	WP_020884017.1	WP_059386902.1	WP_059386902.1	WP_014070444.1
5	5	0.951	WP_032641198.1	WP_040017761.1	WP_047958930.1	WP_047958930.1	WP_014070633.1
5	5	0.951	WP_032641312.1	WP_040017790.1	WP_155031382.1	WP_155031382.1	WP_014070697.1
5	5	0.951	WP_032641785.1	WP_014170912.1	WP_047959105.1	WP_047959105.1	WP_014071033.1
5	5	0.951	WP_032642501.1	WP_040019004.1	WP_045286162.1	WP_045286162.1	WP_041162200.1
5	5	0.951	WP_032643006.1	WP_040018929.1	WP_155031943.1	WP_155031943.1	WP_014071492.1
5	5	0.951	WP_032643062.1	WP_014171373.1	WP_025757089.1	WP_025757089.1	WP_014071527.1
5	5	0.951	WP_032643353.1	WP_040018845.1	WP_155031689.1	WP_155031689.1	WP_014071712.1
5	5	0.951	WP_032643795.1	WP_040018457.1	WP_155030582.1	WP_155030582.1	WP_041161987.1
5	5	0.951	WP_032644237.1	WP_025202651.1	WP_025756979.1	WP_025756979.1	WP_014068253.1
5	5	0.951	WP_032644477.1	WP_025206425.1	WP_025759170.1	WP_025759170.1	WP_014068424.1
5	5	0.951	WP_032644619.1	WP_020884498.1	WP_059386135.1	WP_059386135.1	WP_014072205.1
5	5	0.951	WP_032644660.1	WP_025206405.1	WP_048957452.1	WP_048957452.1	WP_014068478.1
5	5	0.951	WP_032644662.1	WP_014168183.1	WP_155030544.1	WP_155030544.1	WP_014068480.1
5	5	0.951	WP_032644725.1	WP_014168239.1	WP_047957556.1	WP_047957556.1	WP_014068544.1
5	5	0.951	WP_045890086.1	WP_040017592.1	WP_104557375.1	WP_104557375.1	WP_014070426.1
5	5	0.951	WP_077064108.1	WP_014168907.1	WP_231584255.1	WP_231584255.1	WP_014069161.1
5	5	0.95	WP_021241082.1	WP_021241082.1	WP_021241082.1	WP_021241082.1	WP_021241082.1
5	5	0.95	WP_032639130.1	WP_040017010.1	WP_059386111.1	WP_059386111.1	WP_014069496.1
5	5	0.95	WP_032639567.1	WP_040017122.1	WP_155030987.1	WP_155030987.1	WP_014069729.1
5	5	0.95	WP_032641172.1	WP_014170568.1	WP_155031357.1	WP_155031357.1	WP_014070622.1
5	5	0.95	WP_032641460.1	WP_040017843.1	WP_155031403.1	WP_155031403.1	WP_014070876.1
5	5	0.95	WP_032641617.1	WP_025203690.1	WP_095451000.1	WP_095451000.1	WP_014070924.1
5	5	0.95	WP_032643064.1	WP_040018917.1	WP_155031634.1	WP_155031634.1	WP_014071528.1
5	5	0.95	WP_032643948.1	WP_040018557.1	WP_088244068.1	WP_088244068.1	WP_014068746.1
5	5	0.95	WP_032643982.1	WP_020885286.1	WP_045284842.1	WP_045284842.1	WP_014068799.1
5	5	0.95	WP_032644340.1	WP_040018295.1	WP_155031878.1	WP_155031878.1	WP_014072377.1
5	5	0.95	WP_032644556.1	WP_014171936.1	WP_025758075.1	WP_025758075.1	WP_014072089.1
5	5	0.95	WP_032644744.1	WP_020882817.1	WP_059386373.1	WP_059386373.1	WP_014068564.1
5	5	0.95	WP_077064085.1	WP_020884419.1	WP_025757361.1	WP_025757361.1	WP_014069878.1
5	5	0.95	WP_077064533.1	WP_040018697.1	WP_155030564.1	WP_155030564.1	WP_014068551.1
5	5	0.949	WP_008499822.1	WP_020884718.1	WP_047958241.1	WP_047958241.1	WP_014069711.1
5	5	0.949	WP_014830397.1	WP_014068637.1	WP_025758283.1	WP_025758283.1	WP_014068637.1
5	5	0.949	WP_022646880.1	WP_168769597.1	WP_022646880.1	WP_022646880.1	WP_022646880.1
5	5	0.949	WP_023309449.1	WP_014171892.1	WP_025759210.1	WP_025759210.1	WP_014072054.1
5	5	0.949	WP_023309499.1	WP_025202855.1	WP_025758113.1	WP_025758113.1	WP_014072121.1
5	5	0.949	WP_024906822.1	WP_014168875.1	WP_028017637.1	WP_028017637.1	WP_014069130.1
5	5	0.949	WP_032638275.1	WP_025205127.1	WP_161599382.1	WP_161599382.1	WP_014068999.1
5	5	0.949	WP_032638281.1	WP_032681618.1	WP_155030719.1	WP_155030719.1	WP_014069002.1
5	5	0.949	WP_032639117.1	WP_040017006.1	WP_155030899.1	WP_155030899.1	WP_014069491.1
5	5	0.949	WP_032639273.1	WP_040017058.1	WP_155030927.1	WP_155030927.1	WP_014069588.1
5	5	0.949	WP_032639879.1	WP_014169696.1	WP_025757339.1	WP_025757339.1	WP_014069905.1
5	5	0.949	WP_032640056.1	WP_040017322.1	WP_155031081.1	WP_155031081.1	WP_014069999.1
5	5	0.949	WP_032640442.1	WP_040017367.1	WP_155031112.1	WP_155031112.1	WP_014070150.1
5	5	0.949	WP_032642566.1	WP_040019025.1	WP_155031922.1	WP_155031922.1	WP_014070269.1
5	5	0.949	WP_032642623.1	WP_032680829.1	WP_025756529.1	WP_025756529.1	WP_014070567.1
5	5	0.949	WP_032643230.1	WP_040018876.1	WP_155031673.1	WP_155031673.1	WP_014071636.1
5	5	0.949	WP_032643532.1	WP_020883068.1	WP_047959195.1	WP_047959195.1	WP_014071281.1
5	5	0.949	WP_032644227.1	WP_040018338.1	WP_047957407.1	WP_047957407.1	WP_041162167.1
5	5	0.949	WP_032644337.1	WP_040018298.1	WP_155031879.1	WP_155031879.1	WP_014072380.1
5	5	0.949	WP_229267783.1	WP_020884745.1	WP_155030963.1	WP_155030963.1	WP_014069664.1
5	5	0.948	WP_008500497.1	WP_020883426.1	WP_025756884.1	WP_025756884.1	WP_014070646.1
5	5	0.948	WP_032638455.1	WP_020885224.1	WP_025756200.1	WP_025756200.1	WP_014069101.1
5	5	0.948	WP_032638865.1	WP_020884986.1	WP_025756346.1	WP_025756346.1	WP_014069341.1
5	5	0.948	WP_032639188.1	WP_032677784.1	WP_025756042.1	WP_025756042.1	WP_014069549.1
5	5	0.948	WP_032639610.1	WP_032670551.1	WP_155030992.1	WP_155030992.1	WP_014069753.1
5	5	0.948	WP_032639615.1	WP_040017131.1	WP_094918351.1	WP_094918351.1	WP_014069755.1
5	5	0.948	WP_032639923.1	WP_020884368.1	WP_024909397.1	WP_024909397.1	WP_014069929.1
5	5	0.948	WP_032639964.1	WP_020884349.1	WP_003857665.1	WP_003857665.1	WP_003857665.1
5	5	0.948	WP_032640275.1	WP_014169989.1	WP_155031151.1	WP_155031151.1	WP_006175178.1
5	5	0.948	WP_032640397.1	WP_014169929.1	WP_059385326.1	WP_059385326.1	WP_014070173.1
5	5	0.948	WP_032640421.1	WP_040017382.1	WP_059385315.1	WP_059385315.1	WP_014070161.1
5	5	0.948	WP_032640888.1	WP_020882474.1	WP_025756632.1	WP_025756632.1	WP_014070466.1
5	5	0.948	WP_032641782.1	WP_040017993.1	WP_047959104.1	WP_047959104.1	WP_014071032.1
5	5	0.948	WP_032642420.1	WP_040018734.1	WP_047959553.1	WP_047959553.1	WP_014071980.1
5	5	0.948	WP_032643020.1	WP_040018927.1	WP_045286053.1	WP_045286053.1	WP_014071500.1
5	5	0.948	WP_032643228.1	WP_014171484.1	WP_008499687.1	WP_008499687.1	WP_014071634.1
5	5	0.948	WP_032643444.1	WP_040018082.1	WP_047959169.1	WP_047959169.1	WP_014071228.1
5	5	0.948	WP_032643858.1	WP_040018487.1	WP_155030610.1	WP_155030610.1	WP_014068676.1
5	5	0.948	WP_032644196.1	WP_040018281.1	WP_155031869.1	WP_155031869.1	WP_014072334.1
5	5	0.948	WP_032644382.1	WP_040018368.1	WP_094918664.1	WP_094918664.1	WP_014068323.1
5	5	0.948	WP_077064072.1	WP_014169235.1	WP_025757257.1	WP_025757257.1	WP_014069440.1
5	5	0.948	WP_077064587.1	WP_040016911.1	WP_155030839.1	WP_155030839.1	WP_014069282.1
5	5	0.947	WP_023311323.1	WP_014169732.1	WP_023327185.1	WP_023327185.1	WP_014069927.1
5	5	0.947	WP_032640092.1	WP_040017327.1	WP_045284902.1	WP_045284902.1	WP_014070021.1
5	5	0.947	WP_032641041.1	WP_025203926.1	WP_059387007.1	WP_059387007.1	WP_014070547.1
5	5	0.947	WP_032641322.1	WP_040017792.1	WP_155031383.1	WP_155031383.1	WP_014070701.1
5	5	0.947	WP_032641477.1	WP_014170764.1	WP_047959006.1	WP_047959006.1	WP_041162249.1
5	5	0.947	WP_032642383.1	WP_014171817.1	WP_155031789.1	WP_155031789.1	WP_014071953.1
5	5	0.947	WP_032642692.1	WP_014171030.1	WP_025757159.1	WP_025757159.1	WP_014071139.1
5	5	0.947	WP_032643471.1	WP_040018089.1	WP_095451902.1	WP_095451902.1	WP_014071241.1
5	5	0.947	WP_032643633.1	WP_040018151.1	WP_155031566.1	WP_155031566.1	WP_014071353.1
5	5	0.947	WP_032643837.1	WP_014168349.1	WP_025758299.1	WP_025758299.1	WP_014068653.1
5	5	0.947	WP_032643954.1	WP_040018561.1	WP_155030661.1	WP_155030661.1	WP_014068752.1
5	5	0.947	WP_045889934.1	WP_040018653.1	WP_095451921.1	WP_095451921.1	WP_014068956.1
5	5	0.946	WP_010436935.1	WP_008501806.1	WP_008501806.1	WP_008501806.1	WP_014072349.1
5	5	0.946	WP_032639939.1	WP_025204370.1	WP_025757294.1	WP_025757294.1	WP_014069937.1
5	5	0.946	WP_032640436.1	WP_040017373.1	WP_155031114.1	WP_155031114.1	WP_014070152.1
5	5	0.946	WP_032643250.1	WP_014171504.1	WP_095452427.1	WP_095452427.1	WP_014071642.1
5	5	0.946	WP_032643653.1	WP_014171217.1	WP_045284608.1	WP_045284608.1	WP_014071379.1
5	5	0.945	WP_008503493.1	WP_008503493.1	WP_025759243.1	WP_025759243.1	WP_008503493.1
5	5	0.945	WP_014831181.1	WP_020884908.1	WP_014831181.1	WP_014831181.1	WP_014069461.1
5	5	0.945	WP_032638287.1	WP_040016758.1	WP_095452304.1	WP_095452304.1	WP_014069006.1
5	5	0.945	WP_032638914.1	WP_040016947.1	WP_025756372.1	WP_025756372.1	WP_014069372.1
5	5	0.945	WP_032639925.1	WP_025204373.1	WP_155031054.1	WP_155031054.1	WP_014069930.1
5	5	0.945	WP_032640319.1	WP_040017424.1	WP_155031146.1	WP_155031146.1	WP_014070222.1
5	5	0.945	WP_032640787.1	WP_040017582.1	WP_155031246.1	WP_155031246.1	WP_014070408.1
5	5	0.945	WP_032640979.1	WP_020882437.1	WP_104556919.1	WP_104556919.1	WP_014070503.1
5	5	0.945	WP_032643131.1	WP_040018901.1	WP_155031654.1	WP_155031654.1	WP_014071567.1
5	5	0.945	WP_032644373.1	WP_014168015.1	WP_155030494.1	WP_155030494.1	WP_014068306.1
5	5	0.944	WP_024906345.1	WP_014171825.1	WP_045284739.1	WP_045284739.1	WP_014071961.1
5	5	0.944	WP_032638457.1	WP_014168847.1	WP_025756199.1	WP_025756199.1	WP_014069102.1
5	5	0.944	WP_032639303.1	WP_040017069.1	WP_155030931.1	WP_155030931.1	WP_014069610.1
5	5	0.944	WP_032639793.1	WP_014169640.1	WP_155031011.1	WP_155031011.1	WP_014069850.1
5	5	0.944	WP_032640981.1	WP_020882436.1	WP_155031299.1	WP_155031299.1	WP_014070504.1
5	5	0.944	WP_032641183.1	WP_040017758.1	WP_155031359.1	WP_155031359.1	WP_014070627.1
5	5	0.944	WP_032641443.1	WP_014170745.1	WP_025759475.1	WP_025759475.1	WP_014070867.1
5	5	0.944	WP_032643476.1	WP_020883089.1	WP_155031525.1	WP_155031525.1	WP_014071245.1
5	5	0.944	WP_032643716.1	WP_014171230.1	WP_155031573.1	WP_155031573.1	WP_041162270.1
5	5	0.944	WP_032643951.1	WP_020885308.1	WP_025757445.1	WP_025757445.1	WP_014068749.1
5	5	0.944	WP_032644437.1	WP_014168086.1	WP_008502724.1	WP_008502724.1	WP_014068380.1
5	5	0.943	WP_021242244.1	WP_040018755.1	WP_025756731.1	WP_025756731.1	WP_014071884.1
5	5	0.943	WP_024906379.1	WP_014171764.1	WP_025756730.1	WP_025756730.1	WP_014071885.1
5	5	0.943	WP_032638946.1	WP_014169196.1	WP_155030862.1	WP_155030862.1	WP_014069399.1
5	5	0.943	WP_032639343.1	WP_032679662.1	WP_047958179.1	WP_047958179.1	WP_014069633.1
5	5	0.943	WP_032639999.1	WP_020884336.1	WP_094917650.1	WP_094917650.1	WP_014069971.1
5	5	0.943	WP_032640393.1	WP_040017390.1	WP_155031119.1	WP_155031119.1	WP_014070175.1
5	5	0.943	WP_032640506.1	WP_032678049.1	WP_095449734.1	WP_095449734.1	WP_014070050.1
5	5	0.943	WP_032641021.1	WP_014170437.1	WP_025756564.1	WP_025756564.1	WP_014070526.1
5	5	0.943	WP_032642962.1	WP_020883865.1	WP_047959307.1	WP_047959307.1	WP_014071471.1
5	5	0.943	WP_032644396.1	WP_020882694.1	WP_025757032.1	WP_025757032.1	WP_014068340.1
5	5	0.943	WP_077064431.1	WP_014171769.1	WP_141237599.1	WP_141237599.1	WP_014071889.1
5	5	0.942	WP_014071796.1	WP_020883634.1	WP_013098757.1	WP_013098757.1	WP_014071796.1
5	5	0.942	WP_023343509.1	WP_020885175.1	WP_155030784.1	WP_155030784.1	WP_014069174.1
5	5	0.942	WP_032639775.1	WP_014169635.1	WP_047958302.1	WP_047958302.1	WP_014069844.1
5	5	0.942	WP_032641619.1	WP_014170810.1	WP_094919006.1	WP_094919006.1	WP_014070925.1
5	5	0.942	WP_032641980.1	WP_032678615.1	WP_155031510.1	WP_155031510.1	WP_014071122.1
